"sr-only","_stackIconOrSpinner_70ihm_58 src","_projectRowCell_70ihm_20 href","_twoLineEllipsis_70ihm_95","_twoLineEllipsis_70ihm_95 2","_projectRowCell_70ihm_20 2","_projectRowCell_70ihm_20 3","_projectRowCell_70ihm_20 4","sr-only 2"
"Select Modern Influent Web Application (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-owuvcc","Modern Influent Web Application (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","about 1 year ago","Open actions for Modern Influent Web Application (forked)"
"Select Modern Influent Web Application (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/sb1-peuqpd","Modern Influent Web Application (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","about 1 year ago","Open actions for Modern Influent Web Application (forked)"
"Select Importing Github Repository (forked)","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/github-dp6ax9-u2qml1","Importing Github Repository (forked)","Predict the whole sequence and 3D structure of masked protein sequences with ESM by @evolutionaryscale","1","0","about 1 year ago","Open actions for Importing Github Repository (forked)"
"Select Astro Starter Kit: Basics","https://c.staticblitz.com/assets/frameworks/astro-dark-abb84b9d6894aa953ba38e052fc46649c4f102432d2cbcc34b81ab2b9f25e798.svg","https://stackblitz.com/edit/withastro-astro-xizdwx","Astro Starter Kit: Basics","Run official live example code for Astro Basics, created by Withastro on StackBlitz","1","0","about 1 year ago","Open actions for Astro Starter Kit: Basics"
"Select Vitest Basic Example (forked)","https://c.staticblitz.com/assets/frameworks/vite-f5c7bcaebdedd6462c93da392c1ec56f0b3cfa4b22561becb13815f1b7cc8db8.svg","https://stackblitz.com/edit/vitest-dev-vitest-aqyzth","Vitest Basic Example (forked)","Run official live example code for Vitest Basic, created by Vitest Dev on StackBlitz","1","0","about 1 year ago","Open actions for Vitest Basic Example (forked)"
"Select Vitejs - Vite (forked)","https://c.staticblitz.com/assets/frameworks/vite-f5c7bcaebdedd6462c93da392c1ec56f0b3cfa4b22561becb13815f1b7cc8db8.svg","https://stackblitz.com/edit/vitejs-vite-zmukc3","Vitejs - Vite (forked)","Next generation frontend tooling. It's fast!","1","0","about 1 year ago","Open actions for Vitejs - Vite (forked)"
"Select Node.js (forked)","","https://stackblitz.com/edit/node-bi3nvc","Node.js (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","about 1 year ago","Open actions for Node.js (forked)"
"Select Node.js (forked)","","https://stackblitz.com/edit/node-ya1vrc","Node.js (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","about 1 year ago","Open actions for Node.js (forked)"
"Select Stackblitz - Webcontainer Api Starter (forked)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-wuvfr1","Stackblitz - Webcontainer Api Starter (forked)","Run Webcontainer API Starter created by Stackblitz on StackBlitz","1","0","about 1 year ago","Open actions for Stackblitz - Webcontainer Api Starter (forked)"
"Select Importing Github Repository (forked)","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/github-hxfcab-ig1qz9","Importing Github Repository (forked)","A modular graph-based Retrieval-Augmented Generation (RAG) system","1","0","about 1 year ago","Open actions for Importing Github Repository (forked)"
"Select Importing Github Repository (forked)","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/github-hxfcab-v4vjht","Importing Github Repository (forked)","A modular graph-based Retrieval-Augmented Generation (RAG) system","1","1","about 1 year ago","Open actions for Importing Github Repository (forked)"
"Select Importing Github Repository (forked)","https://c.staticblitz.com/assets/frameworks/python-54acd0fadf3c6501babc391f81d001a52e174f09210179bd717db4855bf710dd.svg","https://stackblitz.com/edit/github-hxfcab-2kxfzb","Importing Github Repository (forked)","A modular graph-based Retrieval-Augmented Generation (RAG) system","1","0","about 1 year ago","Open actions for Importing Github Repository (forked)"
"Select Node.js (forked)","","https://stackblitz.com/edit/node-iusyjp","Node.js (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","0","about 1 year ago","Open actions for Node.js (forked)"
"Select Shopify Help Center Scraper (forked)","https://c.staticblitz.com/assets/frameworks/express-dark-ff32f0f0868e04958020499cadbee86eca4ac18159f2bc1ab8e4b8d68d66cdfe.svg","https://stackblitz.com/edit/sb1-tjyrtd","Shopify Help Center Scraper (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","1","1","about 1 year ago","Open actions for Shopify Help Center Scraper (forked)"
"Select Unchartedsoftware - Aperturejs (forked)","","https://stackblitz.com/edit/github-pcrghp-wt47ff","Unchartedsoftware - Aperturejs (forked)","ApertureJS - an open, adaptable and extensible JavaScript visualization framework","1","0","about 1 year ago","Open actions for Unchartedsoftware - Aperturejs (forked)"
"Select Remix-run - Remix (forked)","https://c.staticblitz.com/assets/frameworks/react-5ddec60b5f793953bfa06590ab5e9ccaf3bbcc0301aaec458b5d8c86a5c7341f.svg","https://stackblitz.com/edit/remix-run-remix-qc8oeo","Remix-run - Remix (forked)","Build Better Websites. Create modern, resilient user experiences with web fundamentals.","23","0","over 1 year ago","Open actions for Remix-run - Remix (forked)"
"Select Stackblitz - Webcontainer Api Starter (forked)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-uu1dda","Stackblitz - Webcontainer Api Starter (forked)","Run Webcontainer API Starter created by Stackblitz on StackBlitz","12","0","over 1 year ago","Open actions for Stackblitz - Webcontainer Api Starter (forked)"
"Select Astro Starter Kit: Basics","https://c.staticblitz.com/assets/frameworks/astro-dark-abb84b9d6894aa953ba38e052fc46649c4f102432d2cbcc34b81ab2b9f25e798.svg","https://stackblitz.com/edit/withastro-astro-mxlzph","Astro Starter Kit: Basics","Run official live example code for Astro Basics, created by Withastro on StackBlitz","9","0","over 1 year ago","Open actions for Astro Starter Kit: Basics"
"Select Astro Starter Kit: Basics (forked)","https://c.staticblitz.com/assets/frameworks/astro-dark-abb84b9d6894aa953ba38e052fc46649c4f102432d2cbcc34b81ab2b9f25e798.svg","https://stackblitz.com/edit/withastro-astro-b4w94m","Astro Starter Kit: Basics (forked)","Run official live example code for Astro Basics, created by Withastro on StackBlitz","20","0","almost 2 years ago","Open actions for Astro Starter Kit: Basics (forked)"
"Select Pure HTML / CSS / JS (forked)","","https://stackblitz.com/edit/web-platform-yfylcx","Pure HTML / CSS / JS (forked)","","6","0","almost 2 years ago","Open actions for Pure HTML / CSS / JS (forked)"
"Select Pure HTML / CSS / JS (forked)","","https://stackblitz.com/edit/web-platform-89qzgg","Pure HTML / CSS / JS (forked)","","5","1","almost 2 years ago","Open actions for Pure HTML / CSS / JS (forked)"
"Select Remix-run - Remix (forked)","https://c.staticblitz.com/assets/frameworks/remix-a7e8aafe42cee590df4d89239ae4d8975998dfafd3db606802466ebb42da1676.svg","https://stackblitz.com/edit/remix-run-remix-h8tdwk","Remix-run - Remix (forked)","Build Better Websites. Create modern, resilient user experiences with web fundamentals.","11","0","over 2 years ago","Open actions for Remix-run - Remix (forked)"
"Select Node.js (forked)","","https://stackblitz.com/edit/node-euq1o8","Node.js (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","11","0","over 2 years ago","Open actions for Node.js (forked)"
"Select Quasar Starter","https://c.staticblitz.com/assets/frameworks/graphql-4fb0265e957ecaf8629c8fa5d1273c1a2832084ee2167636db9222f7370c4781.svg","https://stackblitz.com/edit/stackblitz-starters-c5gwha","Quasar Starter","A Quasar CLI with Vite starter project.","5","0","over 2 years ago","Open actions for Quasar Starter"
"Select Next.js Starter","https://c.staticblitz.com/assets/frameworks/next-dark-e07aecceb66f0cb0c7d77745658c403d53376f4b8fa0132a67a8fbdf45c07f4b.svg","https://stackblitz.com/edit/stackblitz-starters-tkgija","Next.js Starter","The React framework for production","5","0","over 2 years ago","Open actions for Next.js Starter"
"Select Webpack.js Getting Started Example (forked)","https://c.staticblitz.com/assets/frameworks/webpack-f88732cc3b526fd3058f212ad2ad5fdde97ddca9d1472134c287c1bd54abf60c.svg","https://stackblitz.com/edit/webpack-webpack-js-org-bj9f8x","Webpack.js Getting Started Example (forked)","Run official live example code for Webpack.js Getting Started, created by Webpack on StackBlitz","22","0","over 2 years ago","Open actions for Webpack.js Getting Started Example (forked)"
"Select Node.js (forked)","","https://stackblitz.com/edit/node-q5xnp6","Node.js (forked)","Starter project for Node.js, a JavaScript runtime built on Chrome's V8 JavaScript engine.","5","0","over 2 years ago","Open actions for Node.js (forked)"
"Select Shopify - Shopify Marketplaces Admin App","https://c.staticblitz.com/assets/frameworks/graphql-4fb0265e957ecaf8629c8fa5d1273c1a2832084ee2167636db9222f7370c4781.svg","https://stackblitz.com/edit/github-pgruty","Shopify - Shopify Marketplaces Admin App","Run Shopify Marketplaces Admin App created by Shopify on StackBlitz","31","0","over 2 years ago","Open actions for Shopify - Shopify Marketplaces Admin App"
"Select Shopify - Shopify Marketplaces Buyer App","","https://stackblitz.com/edit/github-lyvlsw","Shopify - Shopify Marketplaces Buyer App","Run Shopify Marketplaces Buyer App created by Shopify on StackBlitz","1","1","over 2 years ago","Open actions for Shopify - Shopify Marketplaces Buyer App"
"Select Stackblitz - Webcontainer Api Starter (forked)","https://c.staticblitz.com/assets/frameworks/webcontainer-api-dark-728cf1506c01a3f6108d56cb9eb0364861327ee821fec51ddc7370d70637d19b.svg","https://stackblitz.com/edit/stackblitz-webcontainer-api-starter-iea3hj","Stackblitz - Webcontainer Api Starter (forked)","Run Webcontainer API Starter created by Stackblitz on StackBlitz","1","0","over 2 years ago","Open actions for Stackblitz - Webcontainer Api Starter (forked)"
"Select Sveltejs - Kit Template Default (forked)","https://c.staticblitz.com/assets/frameworks/svelte-8f2302937fa90b729d7bb7ded47d8a78d0f2092f752a989255faafe1ec6c2013.svg","https://stackblitz.com/edit/sveltejs-kit-template-default-fjic5r","Sveltejs - Kit Template Default (forked)","The default SvelteKit template, generated with create-svelte","1","0","over 2 years ago","Open actions for Sveltejs - Kit Template Default (forked)"
"Select Shopify - Shopify Marketplaces Buyer App (forked)","","https://stackblitz.com/edit/github-lyvlsw-sk2mkd","Shopify - Shopify Marketplaces Buyer App (forked)","Run Shopify Marketplaces Buyer App created by Shopify on StackBlitz","1","0","over 2 years ago","Open actions for Shopify - Shopify Marketplaces Buyer App (forked)"
"Select Vitest Basic Example (forked)","https://c.staticblitz.com/assets/frameworks/vite-f5c7bcaebdedd6462c93da392c1ec56f0b3cfa4b22561becb13815f1b7cc8db8.svg","https://stackblitz.com/edit/vitest-dev-vitest-wy2bt5","Vitest Basic Example (forked)","Run official live example code for Vitest Basic, created by Vitest Dev on StackBlitz","1","0","over 2 years ago","Open actions for Vitest Basic Example (forked)"
"Select JSON GraphQL Server (forked)","https://c.staticblitz.com/assets/frameworks/graphql-4fb0265e957ecaf8629c8fa5d1273c1a2832084ee2167636db9222f7370c4781.svg","https://stackblitz.com/edit/json-graphql-server-sssrya","JSON GraphQL Server (forked)","Starter project for Node.js","1","0","over 2 years ago","Open actions for JSON GraphQL Server (forked)"
"Select Quasar Framework v2 (Vite) (forked)","https://c.staticblitz.com/assets/frameworks/quasar-3395cd1a470c34b0044da872cc5031ab5845e876735bf40f15f0e3a449f55ffe.svg","https://stackblitz.com/edit/quasarframework-evws7x","Quasar Framework v2 (Vite) (forked)","A Quasar CLI with Vite starter project.","1","0","over 2 years ago","Open actions for Quasar Framework v2 (Vite) (forked)"
"Select Qwik Starter (forked)","https://c.staticblitz.com/assets/frameworks/graphql-4fb0265e957ecaf8629c8fa5d1273c1a2832084ee2167636db9222f7370c4781.svg","https://stackblitz.com/edit/qwik-starter-ktufq2","Qwik Starter (forked)","json-server simple starter","1","0","over 2 years ago","Open actions for Qwik Starter (forked)"
"Select Quasar Framework v2 (Vite) (forked)","https://c.staticblitz.com/assets/frameworks/graphql-4fb0265e957ecaf8629c8fa5d1273c1a2832084ee2167636db9222f7370c4781.svg","https://stackblitz.com/edit/quasarframework-rjiwrn","Quasar Framework v2 (Vite) (forked)","A Quasar CLI with Vite starter project.","1","0","over 2 years ago","Open actions for Quasar Framework v2 (Vite) (forked)"
"Select Js (forked)","","https://stackblitz.com/edit/js-amcupr","Js (forked)","Blank starter project for building ES6 apps.","1","0","over 2 years ago","Open actions for Js (forked)"
"Select Typescript (forked)","","https://stackblitz.com/edit/typescript-hnr9qu","Typescript (forked)","Blank starter project for building TypeScript apps.","1","0","over 2 years ago","Open actions for Typescript (forked)"
"Select Webpack.js Getting Started Example (forked)","https://c.staticblitz.com/assets/frameworks/webpack-f88732cc3b526fd3058f212ad2ad5fdde97ddca9d1472134c287c1bd54abf60c.svg","https://stackblitz.com/edit/webpack-webpack-js-org-l4qsqf","Webpack.js Getting Started Example (forked)","Run official live example code for Webpack.js Getting Started, created by Webpack on StackBlitz","1","0","over 2 years ago","Open actions for Webpack.js Getting Started Example (forked)"
"Select Webpack.js Getting Started Example (forked)","https://c.staticblitz.com/assets/frameworks/webpack-f88732cc3b526fd3058f212ad2ad5fdde97ddca9d1472134c287c1bd54abf60c.svg","https://stackblitz.com/edit/webpack-webpack-js-org-edtave","Webpack.js Getting Started Example (forked)","Run official live example code for Webpack.js Getting Started, created by Webpack on StackBlitz","1","1","over 2 years ago","Open actions for Webpack.js Getting Started Example (forked)"
"Select Remix-run - Remix (forked)","https://c.staticblitz.com/assets/frameworks/remix-a7e8aafe42cee590df4d89239ae4d8975998dfafd3db606802466ebb42da1676.svg","https://stackblitz.com/edit/remix-run-remix-wctkhf","Remix-run - Remix (forked)","Build Better Websites. Create modern, resilient user experiences with web fundamentals.","24","0","over 2 years ago","Open actions for Remix-run - Remix (forked)"
